2.011991968321710095e-02,9.159647653681773916e-01,6.509454118142332657e-01,9.133366887668704637e-01
5.750742866719452118e-02,8.631938431710084458e-01,6.053356411469004161e-01,8.891655637184922023e-01
7.334363400490113982e-02,8.025760862736994738e-01,5.947717936438084996e-01,8.323564332479959083e-01
1.082323119093702227e-02,8.831910585297086946e-01,6.778723425522250601e-01,9.334585282685951002e-01
3.997744041233777801e-02,7.974515611062062970e-01,6.211265376247966374e-01,8.101889274996452173e-01
2.866816931588588024e-02,8.892636465972378890e-01,6.355680400094204652e-01,9.398242090695300144e-01
2.809183421266268563e-02,8.525355635922490238e-01,6.364500264157201270e-01,8.868982079327305534e-01
9.025397644943479534e-05,9.997185720762260530e-01,8.857614015531176666e-01,9.997945082970642883e-01
1.721212830407648853e-03,9.918783072300434434e-01,7.577245786091326707e-01,9.932811799559089216e-01
2.151719346477763140e-01,2.382114616001814456e-01,5.480294736171252845e-01,3.948197864048413330e-01
1.800429910815272384e-10,9.999999981261902260e-01,1.455770414154141656e+00,9.999999987960338510e-01
1.406417445362623253e-01,6.567278932169126060e-01,5.664966116066446622e-01,6.842836709049219257e-01
2.993111753792236651e-02,8.712540019005523551e-01,6.336957428475018528e-01,9.257407978919739433e-01
1.987797413434545454e-02,9.177629098246604666e-01,6.514708239715415461e-01,9.157607538113302637e-01
4.121151975252843667e-08,9.999999154436898241e-01,1.219806173061978249e+00,9.999999003817447996e-01
1.229754942382397659e-01,6.728212218905820219e-01,5.723261784204470848e-01,7.625337821451796394e-01
2.011526788366364490e-02,9.169633615793286729e-01,6.509554540235936715e-01,9.143960907571327956e-01
1.776341858670030249e-02,9.414386516287303053e-01,6.563553810998115079e-01,9.577323282215257638e-01
2.177705830487591316e-05,9.998565306784347184e-01,9.475081146983689306e-01,9.998990809445122974e-01
2.254489751849875906e-03,9.908622653612416675e-01,7.460032095377090444e-01,9.952937019403019780e-01
