6,128,10,500,133.58449820536478
6,128,10,1000,120.06326589527154
6,128,10,1500,83.01063845214904
6,128,20,500,147.05024643270232
6,128,20,1000,142.35758639342916
6,128,20,1500,116.56227028803755
6,128,30,500,158.2007938954986
6,128,30,1000,127.55502018437261
6,128,30,1500,96.96517310844695
6,128,40,500,149.3889173122757
6,128,40,1000,160.817312301019
6,128,40,1500,113.63644760808207
6,128,50,500,244.95456418012674
6,128,50,1000,167.43907542037468
6,128,50,1500,126.50681010548065
6,256,10,500,137.84771533695942
6,256,10,1000,114.34685568398663
6,256,10,1500,102.44325652053524
6,256,20,500,147.29707763419515
6,256,20,1000,241.5944470971454
6,256,20,1500,108.9974928224477
6,256,30,500,114.044855957944
6,256,30,1000,125.52617333649094
6,256,30,1500,99.1303492518918
6,256,40,500,131.77608582437014
6,256,40,1000,178.46753817411786
6,256,40,1500,124.32601609978954
6,256,50,500,128.50526318345194
6,256,50,1000,174.72657973114036
6,256,50,1500,141.01320247223896
6,512,10,500,122.88065529184134
6,512,10,1000,135.50942172419855
6,512,10,1500,86.99956560309957
6,512,20,500,129.99276270007897
6,512,20,1000,132.78289105075646
6,512,20,1500,147.70855670362567
6,512,30,500,113.98067339785412
6,512,30,1000,121.57802993140422
6,512,30,1500,85.6055389394476
6,512,40,500,148.38186681596602
6,512,40,1000,135.2866518048933
6,512,40,1500,145.6294959313629
6,512,50,500,137.86500713804315
6,512,50,1000,169.0240511139158
6,512,50,1500,150.78200604704972
12,128,10,500,258.5918434714614
12,128,10,1000,159.16871568301798
12,128,10,1500,125.24443147243434
12,128,20,500,129.11404407359686
12,128,20,1000,134.23524764199055
12,128,20,1500,132.00620662366018
12,128,30,500,144.61803233377088
12,128,30,1000,145.7721255333832
12,128,30,1500,111.526263279861
12,128,40,500,129.21434694889834
12,128,40,1000,177.41445425364316
12,128,40,1500,140.7260278117562
12,128,50,500,141.5158462962961
12,128,50,1000,108.03521802263081
12,128,50,1500,175.96215364049206
12,256,10,500,118.45652103832771
12,256,10,1000,105.56070607230706
12,256,10,1500,133.51657411598993
12,256,20,500,137.70069432209442
12,256,20,1000,135.4204656416968
12,256,20,1500,110.00531913669387
12,256,30,500,177.45473900281573
12,256,30,1000,106.16247733085987
12,256,30,1500,154.29862930384792
12,256,40,500,155.51756130750414
12,256,40,1000,143.34518843064652
12,256,40,1500,244.2916092310087
12,256,50,500,232.87167616749215
12,256,50,1000,158.9756277302527
12,256,50,1500,148.48824923527235
12,512,10,500,133.79104728284386
12,512,10,1000,120.66299324043572
12,512,10,1500,125.46557537084172
12,512,20,500,135.53256813269508
12,512,20,1000,92.9490169345955
12,512,20,1500,113.37455384341176
12,512,30,500,173.25346122979235
12,512,30,1000,97.28116423182618
12,512,30,1500,135.3313176049635
12,512,40,500,158.01838783900473
12,512,40,1000,132.93834256973938
12,512,40,1500,129.31897774282626
12,512,50,500,266.8677465578515
12,512,50,1000,130.5874344192182
12,512,50,1500,121.14097167745282
18,128,10,500,139.7324517709242
18,128,10,1000,141.14769561750938
18,128,10,1500,156.30018891236773
18,128,20,500,151.46588368873842
18,128,20,1000,125.04106588780203
18,128,20,1500,91.98334169699919
18,128,30,500,167.46934807983845
18,128,30,1000,191.3850974357049
18,128,30,1500,130.50281330855591
18,128,40,500,146.5782747484912
18,128,40,1000,150.96211872214155
18,128,40,1500,160.79697440826703
18,128,50,500,138.98442903158116
18,128,50,1000,173.07069003138008
18,128,50,1500,169.7746726337641
18,256,10,500,159.84493045914652
18,256,10,1000,132.20198138597385
18,256,10,1500,100.9066962063379
18,256,20,500,150.06722213806296
18,256,20,1000,150.70409236919198
18,256,20,1500,164.24066118199812
18,256,30,500,119.52118332175165
18,256,30,1000,117.79882231743984
18,256,30,1500,118.06995577109032
18,256,40,500,175.62591455761228
18,256,40,1000,146.49230000148725
18,256,40,1500,119.16416062693612
18,256,50,500,181.88636055924275
18,256,50,1000,181.11142737204273
18,256,50,1500,137.48914774507887
18,512,10,500,231.14653625610313
18,512,10,1000,152.71063203199407
18,512,10,1500,127.20509137797916
18,512,20,500,178.03709204835425
18,512,20,1000,100.95896601783895
18,512,20,1500,136.50115905455485
18,512,30,500,117.39187417091532
18,512,30,1000,179.62033186026937
18,512,30,1500,140.82093092142048
18,512,40,500,141.7820701146661
18,512,40,1000,174.26686429920306
18,512,40,1500,115.82042680381937
18,512,50,500,143.36522478208093
18,512,50,1000,161.57151800994333
18,512,50,1500,130.23938970537228
