1.153464242815971375e-01,9.954531081020832062e-01,5.751076224852939012e-01,6.159786607141227721e-01
1.306917965412139893e-01,9.969475269317626953e-01,5.696832032879530772e-01,6.801978055146361557e-01
1.221945956349372864e-01,9.972093366086483002e-01,5.726028362308568376e-01,6.899944686558108220e-01
1.340050995349884033e-01,9.940516315400600433e-01,5.685959035206348267e-01,4.232236557861469572e-01
1.485201120376586914e-01,9.918217137455940247e-01,5.641295092699202263e-01,5.330324917447836208e-01
1.233717799186706543e-01,9.980285502970218658e-01,5.721864530402398508e-01,7.003714673368188759e-01
1.732769459486007690e-01,9.959977306425571442e-01,5.574339576072807612e-01,4.129890301536134345e-01
1.053051874041557312e-01,9.982639998197555542e-01,5.790630595518030388e-01,7.282004354214494102e-01
1.560671776533126831e-01,9.945284761488437653e-01,5.619768784281319318e-01,4.836377305934142501e-01
1.222265735268592834e-01,9.970850534737110138e-01,5.725914723853017252e-01,6.766415441209515658e-01
1.221912205219268799e-01,9.941424243152141571e-01,5.726040358037121081e-01,5.010000474154240324e-01
1.675234436988830566e-01,9.958809725940227509e-01,5.589004768858536476e-01,5.627359205647698426e-01
1.134047433733940125e-01,9.974032714962959290e-01,5.758449140721887405e-01,7.073746808957428467e-01
1.258672326803207397e-01,9.940548278391361237e-01,5.713167676973824882e-01,6.063844087696309559e-01
1.476638764142990112e-01,9.967984519898891449e-01,5.643806095703026715e-01,6.395452258218055075e-01
1.468675136566162109e-01,9.962959475815296173e-01,5.646154618174544781e-01,6.344224500269463052e-01
1.390704959630966187e-01,9.940696507692337036e-01,5.669845357400099539e-01,5.511526132652300181e-01
1.924764961004257202e-01,9.941022172570228577e-01,5.528702656826531836e-01,5.225092002071667352e-01
1.157824695110321045e-01,9.955044798552989960e-01,5.749437552521072803e-01,5.948958804455186655e-01
1.414005458354949951e-01,9.974425956606864929e-01,5.662629274936832324e-01,6.518846044800818973e-01
